image,image_url,elapsed_s,phase,segment_id,spatial_block,split,assignment_type
img_005022.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005022.jpg,5022,Launching,seg_0005,822:-1975,validation,production
img_005084.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005084.jpg,5084,Launching,seg_0005,822:-1975,validation,production
img_005204.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005204.jpg,5204,Launching,seg_0007,822:-1974,train,production
img_005264.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005264.jpg,5264,Launching,seg_0007,822:-1974,train,production
img_005384.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005384.jpg,5384,Launching,seg_0008,822:-1973,validation,production
img_005444.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005444.jpg,5444,Launching,seg_0008,822:-1973,validation,production
img_005744.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005744.jpg,5744,Launching,seg_0010,822:-1972,train,production
img_005804.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005804.jpg,5804,Launching,seg_0010,822:-1972,train,production
img_005864.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005864.jpg,5864,Launching,seg_0010,822:-1972,train,production
img_005924.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_005924.jpg,5924,Launching,seg_0010,822:-1972,train,production
img_006044.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006044.jpg,6044,Launching,seg_0010,822:-1972,train,production
img_006104.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006104.jpg,6104,Launching,seg_0010,822:-1972,train,production
img_006164.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006164.jpg,6164,Launching,seg_0010,822:-1972,train,production
img_006224.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006224.jpg,6224,Launching,seg_0010,822:-1972,train,production
img_006284.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006284.jpg,6284,Launching,seg_0010,822:-1972,train,production
img_006344.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006344.jpg,6344,Launching,seg_0011,822:-1972,train,production
img_006464.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006464.jpg,6464,Launching,seg_0012,822:-1973,validation,production
img_006524.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006524.jpg,6524,Launching,seg_0012,822:-1973,validation,production
img_006644.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006644.jpg,6644,Launching,seg_0012,822:-1973,validation,production
img_006704.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006704.jpg,6704,Launching,seg_0012,822:-1973,validation,production
img_006764.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/launching/img_006764.jpg,6764,Launching,seg_0012,822:-1973,validation,production
img_008204.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/floating/img_008204.jpg,8204,Floating,seg_0018,820:-1978,validation,production
img_008264.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/floating/img_008264.jpg,8264,Floating,seg_0018,820:-1978,validation,production
img_008324.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/floating/img_008324.jpg,8324,Floating,seg_0018,820:-1978,validation,production
img_008384.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/floating/img_008384.jpg,8384,Floating,seg_0018,820:-1978,validation,production
img_008444.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/floating/img_008444.jpg,8444,Floating,seg_0018,820:-1978,validation,production
img_008564.jpg,https://raw.githubusercontent.com/ZShamsi987/canyonbench-data/main/frames_corrected/floating/img_008564.jpg,8564,Floating,seg_0018,820:-1979,validation,production
